event_id,source_id,bess_id,dominant_state,start_utc,end_utc,duration_sec,row_count,max_score,top_categories,top_reason,max_pcs_phase_voltage_imbalance,max_pcs_phase_current_imbalance,max_pcs_dc_current_vs_bms_current_delta,max_pcs_dc_voltage_vs_bms_voltage_delta,max_bms_cell_voltage_spread,max_bms_temperature_spread,max_pcs_fault_flag_count,max_bms_fault_flag_count
512,external_ems_2,bess_2,warning,2026-08-19T06:31:43.618572+00:00,2026-08-19T06:31:44.618567+00:00,1.0,2,0.4517,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.4; PCS DC current and BMS current mismatch: 48.0,0.5,0.7,48.0,5.4,2.0,1.3,0.0,0.0
513,external_ems_2,bess_2,warning,2026-08-19T06:33:45.628682+00:00,2026-08-19T06:33:49.618734+00:00,3.99,5,0.4975,pcs_bms_current_mismatch;pcs_phase_voltage_imbalance,PCS DC current and BMS current mismatch: 50.9,6.2,0.7,50.9,3.8,2.0,1.3,0.0,0.0
514,external_ems_2,bess_2,warning,2026-08-19T06:35:42.629109+00:00,2026-08-19T06:35:48.628753+00:00,6.0,7,0.6559,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 7.1; PCS DC current and BMS current mismatch: 75.3,0.5,0.4,75.3,7.1,1.0,1.3,0.0,0.0
515,external_ems_2,bess_2,warning,2026-08-19T06:37:38.618559+00:00,2026-08-19T06:37:44.629443+00:00,6.011,7,0.6517,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 6.5; PCS DC current and BMS current mismatch: 60.7,4.3,4.1,60.7,6.5,3.0,1.3,0.0,0.0
516,external_ems_2,bess_2,warning,2026-08-19T06:39:36.618572+00:00,2026-08-19T06:39:42.618578+00:00,6.0,7,0.6102,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.6; PCS DC current and BMS current mismatch: 57.8,1.6,4.2,57.8,5.6,2.0,1.3,0.0,0.0
517,external_ems_2,bess_2,warning,2026-08-19T06:43:36.629435+00:00,2026-08-19T06:43:37.619564+00:00,0.99,2,0.5725,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 6.4; PCS DC current and BMS current mismatch: 55.1,2.8,2.8,55.1,6.4,2.0,1.3,0.0,0.0
518,external_ems_2,bess_2,warning,2026-08-19T06:45:30.618568+00:00,2026-08-19T06:45:37.618564+00:00,7.0,4,0.6621,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.3; PCS DC current and BMS current mismatch: 51.5,0.5,1.6,77.2,8.0,2.0,1.3,0.0,0.0
519,external_ems_2,bess_2,warning,2026-08-19T06:47:36.618576+00:00,2026-08-19T06:47:37.628680+00:00,1.01,2,0.6634,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 8.2; PCS DC current and BMS current mismatch: 68.3,0.7,1.7,68.3,8.2,3.0,1.4,0.0,0.0
520,external_ems_2,bess_2,warning,2026-08-19T06:51:25.618625+00:00,2026-08-19T06:51:30.629868+00:00,5.011,6,0.6545,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 6.9; PCS DC current and BMS current mismatch: 63.1,0.7,2.3,63.1,6.9,3.0,1.4,0.0,0.0
521,external_ems_2,bess_2,warning,2026-08-19T06:53:24.618577+00:00,2026-08-19T06:53:28.618574+00:00,4.0,5,0.4897,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.1; PCS DC current and BMS current mismatch: 50.5,0.6,0.9,50.5,5.1,1.0,1.4,0.0,0.0
522,external_ems_2,bess_2,warning,2026-08-19T06:55:18.646382+00:00,2026-08-19T06:55:52.618580+00:00,33.972,8,0.4728,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC current and BMS current mismatch: 43.8,0.5,3.1,49.4,5.2,2.0,1.4,0.0,0.0
523,external_ems_2,bess_2,warning,2026-08-19T06:57:49.618775+00:00,2026-08-19T06:57:52.618563+00:00,3.0,4,0.4169,pcs_bms_current_mismatch,PCS DC current and BMS current mismatch: 46.0,0.8,1.0,46.0,3.8,1.0,1.4,0.0,0.0
524,external_ems_2,bess_2,warning,2026-08-19T06:59:42.618573+00:00,2026-08-19T06:59:48.619256+00:00,6.001,7,0.6327,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.5; PCS DC current and BMS current mismatch: 49.3,0.4,2.2,58.9,6.3,2.0,1.4,0.0,0.0
525,external_ems_2,bess_2,warning,2026-08-19T07:02:19.618566+00:00,2026-08-19T07:02:20.629166+00:00,1.011,2,0.4703,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.3; PCS DC current and BMS current mismatch: 49.2,0.4,1.8,49.2,5.3,2.0,1.4,0.0,0.0
526,external_ems_2,bess_2,warning,2026-08-19T07:04:19.629749+00:00,2026-08-19T07:04:20.619307+00:00,0.99,2,0.6579,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 7.4; PCS DC current and BMS current mismatch: 73.5,4.9,6.6,73.5,7.4,2.0,1.4,0.0,0.0
527,external_ems_2,bess_2,warning,2026-08-19T07:09:22.629236+00:00,2026-08-19T07:09:23.618566+00:00,0.989,2,0.5006,pcs_phase_voltage_imbalance;pcs_bms_current_mismatch,PCS phase voltage imbalance high: 8.1; PCS DC current and BMS current mismatch: 50.9,8.1,6.3,50.9,0.2,2.0,1.4,0.0,0.0
528,external_ems_2,bess_2,warning,2026-08-19T07:13:31.629087+00:00,2026-08-19T07:13:35.628978+00:00,4.0,5,0.5938,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch;pcs_phase_voltage_imbalance,PCS DC voltage and BMS voltage mismatch: 5.7; PCS DC current and BMS current mismatch: 55.0,21.8,3.5,55.0,5.7,1.0,1.5,0.0,0.0
529,external_ems_2,bess_2,warning,2026-08-19T07:27:25.618581+00:00,2026-08-19T07:27:26.618581+00:00,1.0,2,0.4265,pcs_bms_current_mismatch,PCS DC current and BMS current mismatch: 46.6,0.4,1.7,46.6,4.8,3.0,1.6,0.0,0.0
530,external_ems_2,bess_2,warning,2026-08-19T07:35:09.618609+00:00,2026-08-19T07:35:12.618559+00:00,3.0,4,0.6476,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.9; PCS DC current and BMS current mismatch: 61.1,0.9,0.9,61.1,5.9,2.0,1.5,0.0,0.0
531,external_ems_2,bess_2,warning,2026-08-19T07:37:03.618580+00:00,2026-08-19T07:37:06.629218+00:00,3.011,4,0.5644,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.7; PCS DC current and BMS current mismatch: 54.9,0.6,1.8,54.9,5.7,2.0,1.5,0.0,0.0
532,external_ems_2,bess_2,warning,2026-08-19T07:43:58.628711+00:00,2026-08-19T07:43:59.618789+00:00,0.99,2,0.671,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 9.3; PCS DC current and BMS current mismatch: 80.0,2.6,3.9,80.0,9.3,3.0,1.5,0.0,0.0
533,external_ems_2,bess_2,warning,2026-08-19T07:46:06.618559+00:00,2026-08-19T07:46:09.618558+00:00,3.0,4,0.6503,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 6.3; PCS DC current and BMS current mismatch: 66.5,0.5,0.8,66.5,6.3,1.0,1.6,0.0,0.0
534,external_ems_2,bess_2,warning,2026-08-19T07:48:00.618582+00:00,2026-08-19T07:48:24.629573+00:00,24.011,6,0.6634,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 7.3; PCS DC current and BMS current mismatch: 57.0,0.6,1.5,67.3,8.2,2.0,1.6,0.0,0.0
535,external_ems_2,bess_2,warning,2026-08-19T07:50:17.618574+00:00,2026-08-19T07:50:18.629918+00:00,1.011,2,0.4025,pcs_bms_current_mismatch,PCS DC current and BMS current mismatch: 45.1,0.6,0.7,45.1,4.9,2.0,1.7,0.0,0.0
536,external_ems_2,bess_2,warning,2026-08-19T07:51:52.618584+00:00,2026-08-19T07:51:52.618584+00:00,0.0,1,0.4102,pcs_phase_voltage_imbalance;pcs_bms_current_mismatch,PCS phase voltage imbalance high: 20.9; PCS DC current and BMS current mismatch: 22.2,20.9,1.6,22.2,2.1,1.0,1.7,0.0,0.0
537,external_ems_2,bess_2,warning,2026-08-19T08:31:01.618572+00:00,2026-08-19T08:31:02.628675+00:00,1.01,2,0.356,pcs_bms_current_mismatch,PCS DC current and BMS current mismatch: 42.2,2.0,3.6,42.2,3.8,3.0,1.6,0.0,0.0
538,external_ems_2,bess_2,warning,2026-08-19T08:34:31.629937+00:00,2026-08-19T08:34:35.618580+00:00,3.989,5,0.3528,pcs_bms_current_mismatch,PCS DC current and BMS current mismatch: 42.0,0.6,1.0,42.0,4.1,4.0,1.7,0.0,0.0
539,external_ems_2,bess_2,warning,2026-08-19T09:23:52.618590+00:00,2026-08-19T09:23:55.618571+00:00,3.0,4,0.6434,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.3; PCS DC current and BMS current mismatch: 64.1,1.9,4.2,64.1,5.3,2.0,1.8,0.0,0.0
540,external_ems_2,bess_2,warning,2026-08-19T09:27:38.630979+00:00,2026-08-19T09:27:39.619218+00:00,0.988,2,0.5289,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.9; PCS DC current and BMS current mismatch: 52.6,3.4,2.4,52.6,5.9,2.0,1.8,0.0,0.0
541,external_ems_2,bess_2,warning,2026-08-19T14:11:27.618566+00:00,2026-08-19T14:11:27.618566+00:00,0.0,1,0.4232,pcs_phase_current_imbalance;pcs_bms_current_mismatch,PCS phase current imbalance high: 25.5; PCS DC current and BMS current mismatch: 27.2,0.0,25.5,27.2,2.9,1.0,1.5,0.0,0.0
542,external_ems_2,bess_2,warning,2026-08-19T16:01:44.619349+00:00,2026-08-19T16:01:44.619349+00:00,0.0,1,0.3931,pcs_phase_current_imbalance;pcs_bms_current_mismatch,PCS phase current imbalance high: 24.5; PCS DC current and BMS current mismatch: 21.1,0.4,24.5,21.1,1.9,1.0,1.4,0.0,0.0
543,external_ems_2,bess_2,warning,2026-08-19T16:32:39.619161+00:00,2026-08-19T16:32:39.619161+00:00,0.0,1,0.4442,pcs_phase_current_imbalance,PCS phase current imbalance high: 26.7,0.5,26.7,2.3,0.5,2.0,1.2,0.0,0.0
544,external_ems_2,bess_2,warning,2026-08-19T18:32:17.618571+00:00,2026-08-19T18:32:17.618571+00:00,0.0,1,0.4007,pcs_phase_current_imbalance;pcs_bms_current_mismatch,PCS phase current imbalance high: 24.5; PCS DC current and BMS current mismatch: 28.5,0.3,24.5,28.5,2.9,2.0,1.1,0.0,0.0
545,external_ems_2,bess_2,warning,2026-08-19T18:35:02.618870+00:00,2026-08-19T18:35:02.618870+00:00,0.0,1,0.373,pcs_phase_current_imbalance,PCS phase current imbalance high: 23.7,0.7,23.7,2.7,0.5,2.0,1.0,0.0,0.0
546,external_ems_1,bess_1,warning,2026-08-19T02:52:13.629335+00:00,2026-08-19T02:52:13.629335+00:00,0.0,1,0.4079,pcs_phase_voltage_imbalance,PCS phase voltage imbalance high: 20.9,20.9,0.3,0.0,2.5,1.0,1.4,0.0,0.0
547,external_ems_1,bess_1,warning,2026-08-19T22:34:14.629617+00:00,2026-08-19T22:34:14.629617+00:00,0.0,1,0.4822,pcs_phase_current_imbalance,PCS phase current imbalance high: 28.3,0.6,28.3,10.0,0.7,1.0,1.5,0.0,0.0
548,external_ems_1,bess_1,warning,2026-08-20T00:37:16.628670+00:00,2026-08-20T00:37:16.628670+00:00,0.0,1,0.4752,pcs_phase_current_imbalance;pcs_bms_current_mismatch,PCS phase current imbalance high: 27.9; PCS DC current and BMS current mismatch: 22.4,0.6,27.9,22.4,1.7,1.0,1.6,0.0,0.0
549,external_ems_2,bess_2,warning,2026-08-19T19:57:56.629767+00:00,2026-08-19T19:57:56.629767+00:00,0.0,1,0.497,pcs_phase_current_imbalance;pcs_bms_current_mismatch,PCS phase current imbalance high: 28.6; PCS DC current and BMS current mismatch: 27.4,0.6,28.6,27.4,2.2,2.0,1.0,0.0,0.0
550,external_ems_1,bess_1,warning,2026-08-20T05:48:24.618580+00:00,2026-08-20T05:48:55.618589+00:00,31.0,12,0.4207,pcs_phase_voltage_imbalance,PCS phase voltage imbalance high: 19.8,21.4,0.3,0.0,3.1,2.0,1.9,0.0,0.0
551,external_ems_2,bess_2,warning,2026-08-20T05:49:56.629219+00:00,2026-08-20T05:50:01.619018+00:00,4.99,6,0.4185,pcs_phase_voltage_imbalance;pcs_phase_current_imbalance,PCS phase voltage imbalance high: 20.8; PCS phase current imbalance high: 16.6,20.8,16.6,13.2,2.1,7.0,1.1,0.0,0.0
552,external_ems_2,bess_2,warning,2026-08-20T06:11:37.629794+00:00,2026-08-20T06:11:42.618627+00:00,4.989,6,0.378,pcs_phase_voltage_imbalance;pcs_phase_current_imbalance,PCS phase voltage imbalance high: 19.1; PCS phase current imbalance high: 18.6,19.1,18.6,11.9,1.1,2.0,1.2,0.0,0.0
553,external_ems_1,bess_1,warning,2026-08-20T05:53:21.630689+00:00,2026-08-20T05:53:26.628743+00:00,4.998,6,0.4336,pcs_phase_voltage_imbalance,PCS phase voltage imbalance high: 21.9,21.9,0.2,0.1,2.8,1.0,1.9,0.0,0.0
554,external_ems_2,bess_2,warning,2026-08-20T06:15:00.629302+00:00,2026-08-20T06:15:06.618589+00:00,5.989,7,0.3842,pcs_phase_voltage_imbalance;pcs_phase_current_imbalance;pcs_bms_current_mismatch,PCS phase voltage imbalance high: 19.3; PCS phase current imbalance high: 10.9,19.3,10.9,32.5,2.7,2.0,1.3,0.0,0.0
555,external_ems_2,bess_2,warning,2026-08-20T06:16:23.628967+00:00,2026-08-20T06:16:28.628681+00:00,5.0,6,0.3707,pcs_phase_voltage_imbalance;pcs_phase_current_imbalance,PCS phase voltage imbalance high: 18.8; PCS phase current imbalance high: 18.9,18.8,18.9,8.3,1.3,1.0,1.3,0.0,0.0
556,external_ems_1,bess_1,warning,2026-08-20T06:15:03.618553+00:00,2026-08-20T06:15:09.618572+00:00,6.0,7,0.4284,pcs_phase_voltage_imbalance,PCS phase voltage imbalance high: 21.7,21.7,0.2,0.0,3.0,1.0,2.0,0.0,0.0
557,external_ems_2,bess_2,warning,2026-08-20T06:19:07.618563+00:00,2026-08-20T06:19:08.629964+00:00,1.011,2,0.353,pcs_phase_voltage_imbalance;pcs_bms_current_mismatch,PCS phase voltage imbalance high: 18.5; PCS DC current and BMS current mismatch: 26.4,18.5,3.9,26.4,2.4,2.0,1.3,0.0,0.0
558,external_ems_1,bess_1,warning,2026-08-20T06:19:10.618581+00:00,2026-08-20T06:19:16.618718+00:00,6.0,7,0.4772,pcs_phase_voltage_imbalance,PCS phase voltage imbalance high: 23.6,23.6,0.2,0.1,2.9,1.0,1.9,0.0,0.0
559,external_ems_2,bess_2,warning,2026-08-20T06:19:39.618580+00:00,2026-08-20T06:19:44.629220+00:00,5.011,6,0.5054,pcs_phase_voltage_imbalance;pcs_phase_current_imbalance;pcs_bms_current_mismatch,PCS phase voltage imbalance high: 24.1; PCS phase current imbalance high: 14.3; PCS DC current and BMS current mismatch: 25.5,24.1,14.3,25.5,2.5,2.0,1.3,0.0,0.0
560,external_ems_2,bess_2,warning,2026-08-20T06:20:24.618574+00:00,2026-08-20T06:20:29.618570+00:00,5.0,6,0.481,pcs_phase_voltage_imbalance;pcs_phase_current_imbalance;pcs_bms_current_mismatch,PCS phase voltage imbalance high: 23.5; PCS phase current imbalance high: 11.1; PCS DC current and BMS current mismatch: 21.6,23.5,11.1,21.6,3.0,2.0,1.3,0.0,0.0
561,external_ems_1,bess_1,warning,2026-08-20T06:20:21.628823+00:00,2026-08-20T06:20:26.618588+00:00,4.99,6,0.4233,pcs_phase_voltage_imbalance,PCS phase voltage imbalance high: 21.5,21.5,0.2,0.1,2.9,1.0,1.9,0.0,0.0
562,external_ems_2,bess_2,warning,2026-08-20T06:22:18.629070+00:00,2026-08-20T06:22:48.618578+00:00,29.99,12,0.4747,pcs_phase_voltage_imbalance;pcs_phase_current_imbalance,PCS phase voltage imbalance high: 23.0; PCS phase current imbalance high: 16.4,23.0,19.6,16.8,1.8,2.0,1.4,0.0,0.0
563,external_ems_2,bess_2,warning,2026-08-20T06:23:27.618902+00:00,2026-08-20T06:23:33.618564+00:00,6.0,7,0.536,pcs_phase_voltage_imbalance;pcs_phase_current_imbalance;pcs_bms_current_mismatch,PCS phase voltage imbalance high: 25.0; PCS phase current imbalance high: 13.0; PCS DC current and BMS current mismatch: 34.7,25.0,13.0,34.7,3.6,2.0,1.4,0.0,0.0
564,external_ems_1,bess_1,warning,2026-08-20T06:22:52.619236+00:00,2026-08-20T06:22:58.629203+00:00,6.01,7,0.4849,pcs_phase_voltage_imbalance,PCS phase voltage imbalance high: 23.9,23.9,0.2,0.1,2.9,1.0,2.0,0.0,0.0
565,external_ems_2,bess_2,warning,2026-08-20T06:24:06.618569+00:00,2026-08-20T06:24:12.618575+00:00,6.0,7,0.4744,pcs_phase_voltage_imbalance;pcs_phase_current_imbalance,PCS phase voltage imbalance high: 22.9; PCS phase current imbalance high: 17.9,22.9,17.9,16.3,1.9,2.0,1.4,0.0,0.0
566,external_ems_2,bess_2,warning,2026-08-20T06:28:58.619031+00:00,2026-08-20T06:29:04.618594+00:00,6.0,7,0.4853,pcs_phase_voltage_imbalance;pcs_phase_current_imbalance;pcs_bms_current_mismatch,PCS phase voltage imbalance high: 23.3; PCS phase current imbalance high: 16.5,23.3,16.5,22.7,2.5,3.0,1.3,0.0,0.0
567,external_ems_2,bess_2,warning,2026-08-20T06:30:21.618567+00:00,2026-08-20T06:30:26.618654+00:00,5.0,6,0.3703,pcs_phase_voltage_imbalance;pcs_phase_current_imbalance,PCS phase voltage imbalance high: 18.7; PCS phase current imbalance high: 20.3,18.7,20.3,10.3,1.3,2.0,1.3,0.0,0.0
568,external_ems_1,bess_1,warning,2026-08-20T06:28:55.618574+00:00,2026-08-20T06:29:01.628738+00:00,6.01,7,0.354,pcs_phase_voltage_imbalance,PCS phase voltage imbalance high: 18.8,18.8,0.2,0.2,2.8,2.0,2.0,0.0,0.0
569,external_ems_1,bess_1,warning,2026-08-20T06:34:19.629750+00:00,2026-08-20T06:34:31.628674+00:00,11.999,13,0.4592,pcs_phase_voltage_imbalance,PCS phase voltage imbalance high: 21.7,22.9,0.2,0.2,2.7,1.0,2.0,0.0,0.0
570,external_ems_2,bess_2,warning,2026-08-20T06:34:09.619208+00:00,2026-08-20T06:34:15.618900+00:00,6.0,7,0.4732,pcs_phase_voltage_imbalance;pcs_phase_current_imbalance;pcs_bms_current_mismatch,PCS phase voltage imbalance high: 22.9; PCS phase current imbalance high: 15.0; PCS DC current and BMS current mismatch: 23.1,22.9,15.0,23.1,2.6,2.0,1.4,0.0,0.0
571,external_ems_2,bess_2,warning,2026-08-20T06:35:19.618567+00:00,2026-08-20T06:35:25.618584+00:00,6.0,7,0.3587,pcs_phase_voltage_imbalance;pcs_phase_current_imbalance,PCS phase voltage imbalance high: 18.3; PCS phase current imbalance high: 19.4,18.3,19.4,7.5,0.5,3.0,1.4,0.0,0.0
572,external_ems_1,bess_1,warning,2026-08-20T06:35:10.629596+00:00,2026-08-20T06:35:15.641815+00:00,5.012,6,0.5054,pcs_phase_voltage_imbalance,PCS phase voltage imbalance high: 24.7,24.7,0.2,0.2,2.9,1.0,2.0,0.0,0.0
573,external_ems_2,bess_2,warning,2026-08-20T06:40:30.629548+00:00,2026-08-20T06:40:35.628910+00:00,4.999,6,0.4125,pcs_phase_voltage_imbalance;pcs_bms_current_mismatch,PCS phase voltage imbalance high: 20.6; PCS DC current and BMS current mismatch: 27.5,20.6,7.0,31.9,3.2,2.0,1.3,0.0,0.0
574,external_ems_2,bess_2,warning,2026-08-20T06:56:41.630159+00:00,2026-08-20T06:56:45.618567+00:00,3.988,5,0.6545,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 6.9; PCS DC current and BMS current mismatch: 70.1,0.5,1.1,70.1,6.9,1.0,1.4,0.0,0.0
575,external_ems_2,bess_2,warning,2026-08-20T06:58:35.618576+00:00,2026-08-20T06:58:41.619317+00:00,6.001,7,0.5259,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 6.2; PCS DC current and BMS current mismatch: 51.5,0.7,1.7,52.5,6.2,2.0,1.5,0.0,0.0
576,external_ems_2,bess_2,warning,2026-08-20T07:00:34.629337+00:00,2026-08-20T07:00:58.618662+00:00,23.989,12,0.66,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch;pcs_phase_voltage_imbalance;pcs_phase_current_imbalance,PCS phase voltage imbalance high: 21.0; PCS phase current imbalance high: 17.8,21.0,17.8,86.8,7.7,2.0,1.5,0.0,0.0
577,external_ems_2,bess_2,warning,2026-08-20T07:02:30.618573+00:00,2026-08-20T07:02:36.618580+00:00,6.0,7,0.6531,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 6.7; PCS DC current and BMS current mismatch: 67.0,0.5,3.3,67.0,6.7,2.0,1.5,0.0,0.0
578,external_ems_1,bess_1,warning,2026-08-20T06:44:10.618573+00:00,2026-08-20T06:44:15.618611+00:00,5.0,6,0.4156,pcs_phase_voltage_imbalance,PCS phase voltage imbalance high: 21.2,21.2,0.2,0.1,2.8,1.0,2.0,0.0,0.0
579,external_ems_2,bess_2,warning,2026-08-20T07:04:04.618570+00:00,2026-08-20T07:04:53.618576+00:00,49.0,14,0.5169,pcs_phase_voltage_imbalance;pcs_phase_current_imbalance;pcs_bms_current_mismatch,PCS phase voltage imbalance high: 24.3; PCS phase current imbalance high: 22.2,24.3,22.2,47.0,5.0,3.0,1.5,0.0,0.0
580,external_ems_2,bess_2,warning,2026-08-20T07:06:30.628856+00:00,2026-08-20T07:06:36.618586+00:00,5.99,7,0.6669,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 6.4; PCS DC current and BMS current mismatch: 64.6,2.5,2.4,85.5,8.7,2.0,1.5,0.0,0.0
581,external_ems_1,bess_1,warning,2026-08-20T07:04:26.629334+00:00,2026-08-20T07:04:50.618578+00:00,23.989,19,0.5388,pcs_phase_voltage_imbalance,PCS phase voltage imbalance high: 26.0,26.0,0.2,0.1,2.7,1.0,2.1,0.0,0.0
582,external_ems_2,bess_2,warning,2026-08-20T07:07:06.629784+00:00,2026-08-20T07:07:30.629205+00:00,23.999,12,0.4036,pcs_phase_voltage_imbalance;pcs_phase_current_imbalance;pcs_bms_current_mismatch,PCS phase voltage imbalance high: 20.1; PCS phase current imbalance high: 18.6,20.1,23.4,30.6,3.8,2.0,1.5,0.0,0.0
583,external_ems_2,bess_2,warning,2026-08-20T07:08:27.629423+00:00,2026-08-20T07:08:33.618561+00:00,5.989,7,0.4335,pcs_phase_voltage_imbalance;pcs_phase_current_imbalance;pcs_bms_current_mismatch,PCS phase voltage imbalance high: 21.3; PCS phase current imbalance high: 13.2; PCS DC current and BMS current mismatch: 26.6,21.3,13.2,27.1,2.6,1.0,1.4,0.0,0.0
584,external_ems_2,bess_2,warning,2026-08-20T07:10:24.629595+00:00,2026-08-20T07:10:29.628677+00:00,4.999,6,0.6517,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.3; PCS DC current and BMS current mismatch: 48.8,4.9,4.9,64.9,6.5,1.0,1.5,0.0,0.0
585,external_ems_1,bess_1,warning,2026-08-20T07:08:18.628750+00:00,2026-08-20T07:08:24.618661+00:00,5.99,7,0.354,pcs_phase_voltage_imbalance,PCS phase voltage imbalance high: 18.8,18.8,0.2,0.1,2.7,1.0,2.0,0.0,0.0
586,external_ems_2,bess_2,warning,2026-08-20T07:12:23.618583+00:00,2026-08-20T07:12:28.618578+00:00,5.0,6,0.6503,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 6.1; PCS DC current and BMS current mismatch: 59.2,2.2,3.1,61.0,6.3,2.0,1.5,0.0,0.0
587,external_ems_1,bess_1,warning,2026-08-20T07:15:21.629822+00:00,2026-08-20T07:15:26.618851+00:00,4.989,6,0.4644,pcs_phase_voltage_imbalance,PCS phase voltage imbalance high: 23.1,23.1,0.2,0.1,3.0,1.0,2.0,0.0,0.0
588,external_ems_1,bess_1,warning,2026-08-20T07:18:30.618569+00:00,2026-08-20T07:18:36.628844+00:00,6.01,7,0.6414,pcs_phase_voltage_imbalance,PCS phase voltage imbalance high: 30.4,30.4,0.2,0.0,2.6,1.0,2.0,0.0,0.0
589,external_ems_2,bess_2,warning,2026-08-20T07:18:02.618574+00:00,2026-08-20T07:19:41.619725+00:00,99.001,30,0.5378,pcs_phase_voltage_imbalance;pcs_phase_current_imbalance;pcs_bms_current_mismatch,PCS phase voltage imbalance high: 19.5; PCS phase current imbalance high: 17.0,25.7,18.2,26.3,2.3,3.0,1.6,0.0,0.0
590,external_ems_1,bess_1,warning,2026-08-20T07:19:21.618577+00:00,2026-08-20T07:20:04.618585+00:00,43.0,31,0.4669,pcs_phase_voltage_imbalance,PCS phase voltage imbalance high: 20.2,23.2,0.2,0.2,2.6,1.0,2.0,0.0,0.0
591,external_ems_2,bess_2,warning,2026-08-20T07:23:55.629837+00:00,2026-08-20T07:23:56.618593+00:00,0.989,2,0.5658,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.2; PCS DC current and BMS current mismatch: 55.2,0.5,1.7,55.2,5.2,3.0,1.5,0.0,0.0
592,external_ems_1,bess_1,warning,2026-08-20T07:25:15.628926+00:00,2026-08-20T07:25:20.618574+00:00,4.99,6,0.3874,pcs_phase_voltage_imbalance,PCS phase voltage imbalance high: 20.1,20.1,0.2,0.1,2.6,1.0,2.1,0.0,0.0
593,external_ems_1,bess_1,warning,2026-08-20T07:25:59.618819+00:00,2026-08-20T07:26:05.618557+00:00,6.0,7,0.3669,pcs_phase_voltage_imbalance,PCS phase voltage imbalance high: 19.3,19.3,0.2,0.0,3.0,1.0,2.1,0.0,0.0
594,external_ems_2,bess_2,warning,2026-08-20T07:25:43.618563+00:00,2026-08-20T07:26:27.628700+00:00,44.01,17,0.4901,pcs_phase_current_imbalance;pcs_phase_voltage_imbalance;pcs_bms_current_mismatch,PCS phase voltage imbalance high: 19.4; PCS phase current imbalance high: 19.3,19.4,19.3,50.4,4.7,2.0,1.6,0.0,0.0
595,external_ems_2,bess_2,warning,2026-08-20T07:27:46.618569+00:00,2026-08-20T07:27:49.629215+00:00,3.011,4,0.3688,pcs_bms_current_mismatch,PCS DC current and BMS current mismatch: 43.0,0.4,3.1,43.0,4.7,2.0,1.5,0.0,0.0
596,external_ems_1,bess_1,warning,2026-08-20T07:27:28.630265+00:00,2026-08-20T07:27:46.618569+00:00,17.988,13,0.4849,pcs_phase_voltage_imbalance,PCS phase voltage imbalance high: 23.9,23.9,0.2,0.1,3.0,1.0,2.1,0.0,0.0
